title,price,description,city,views,url
Audi 80,2 480 000₸,"1994 г., Б/у седан, 2 л, бензин, КПП механика, серый, металлик, • ЖИВАЯ БОЧКА! • Состояние музейное! Все время хранилс...",Астана,0,https://kolesa.kz/a/show/207286966?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1485
Audi 100,1 800 000₸,"На заказ,1991 г., Б/у седан, 2.3 л, бензин, КПП механика, с пробегом 336 000 км, бордовый, велюр, ГУР, ABS, сигнализация, памят...",Алматы,0,https://kolesa.kz/a/show/207287281?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1486
Hyundai Tucson,10 500 000₸,"2020 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 97 000 км, серебристый, кожа, Цена из за срочности ЦЕНА О...",Алматы,0,https://kolesa.kz/a/show/207283723?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1487
Hyundai Santa Fe,23 800 000₸,"2023 г., Б/у кроссовер, 2.5 л, бензин, КПП робот, серый, металлик, Без вложении! Самая полная комплектация! Кредит в 7...",Шымкент,0,https://kolesa.kz/a/show/207321918?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1488
Toyota Camry,5 150 000₸,"На заказ,2005 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 253 000 км, металлик, Камри 35 состояние хорош автозавод зи...",Алматы,0,https://kolesa.kz/a/show/207282749?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1489
Kia Sportage,11 000 000₸,"2016 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 1 111 км, серый, металлик, литые диски, тонировка, бага...",Кызылорда,0,https://kolesa.kz/a/show/207283050?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1490
Toyota Camry,6 950 000₸,"2010 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 205 000 км, белый, ксенон, биксенон, линзованная оптика, дн...",Кентау,0,https://kolesa.kz/a/show/202183302?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1491
Hyundai Getz,3 400 000₸,"2008 г., Б/у хэтчбек, 1.4 л, бензин, КПП автомат, с пробегом 224 724 км, велюр, кондиционер",Актау,0,https://kolesa.kz/a/show/181721789?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1492
Toyota Land Cruiser,21 000 000₸,"2012 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 210 000 км, TLC200 2012 г. В. Старый налог, в родном...",Актобе,0,https://kolesa.kz/a/show/205875966?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1493
Geely Emgrand Comfort MT,7 990 000₸,"На заказ,2025 г., новый седан, 1.5 л, бензин, КПП механика",Астана,0,https://kolesa.kz/a/show/162259088?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1494
Chevrolet Cobalt,5 700 000₸,"2022 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 41 000 км, металлик, велюр, кондиционер, 1 Хозяен Радной кр...",Алматы,0,https://kolesa.kz/a/show/207278267?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1495
Hyundai Tucson,13 500 000₸,"2021 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 62 000 км, серебристый, рейлинги, велюр, Машина в исклю...",Алматы,0,https://kolesa.kz/a/show/207234020?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1496
Kia Sportage,7 950 000₸,"2014 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 124 876 км, синий, металлик, велюр, кондиционер, Продам К...",Алматы,0,https://kolesa.kz/a/show/207276868?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1497
Ford Fiesta,4 500 000₸,"2016 г., Б/у седан, 1.6 л, бензин, КПП робот, с пробегом 135 000 км, Продаётся Ford Fiesta.2016 г. В. В хорошем состоя...",Атырау,0,https://kolesa.kz/a/show/206224152?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1498
Toyota Corolla,5 300 000₸,"2009 г., Б/у седан, 1.6 л, бензин, КПП автомат, черный, металлик, литые диски, тонировка, ветровики, корректор фар, ве...",Алматы,0,https://kolesa.kz/a/show/203921067?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1499
Nissan Micra,1 700 000₸,"1997 г., Б/у хэтчбек, 1 л, бензин, КПП вариатор, с пробегом 326 000 км, кондиционер, Машинка на активном ходу. Коробка...",Алматы,0,https://kolesa.kz/a/show/207273241?search_id=ec2170cb89b5b88a39931230050342f9e3b2e0e6&search_type=filter&advert_position=1500
Kia Sportage,7 950 000₸,"2014 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 124 876 км, синий, металлик, велюр, кондиционер, Продам К...",Алматы,0,https://kolesa.kz/a/show/207276868?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1501
Ford Fiesta,4 500 000₸,"2016 г., Б/у седан, 1.6 л, бензин, КПП робот, с пробегом 135 000 км, Продаётся Ford Fiesta.2016 г. В. В хорошем состоя...",Атырау,0,https://kolesa.kz/a/show/206224152?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1502
Toyota Corolla,5 300 000₸,"2009 г., Б/у седан, 1.6 л, бензин, КПП автомат, черный, металлик, литые диски, тонировка, ветровики, корректор фар, ве...",Алматы,0,https://kolesa.kz/a/show/203921067?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1503
Nissan Micra,1 700 000₸,"1997 г., Б/у хэтчбек, 1 л, бензин, КПП вариатор, с пробегом 326 000 км, кондиционер, Машинка на активном ходу. Коробка...",Алматы,0,https://kolesa.kz/a/show/207273241?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1504
Li L9,24 000 000₸,"2023 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 65 000 км, золотистый, Обмен нет Li 9 Max 2023 год 6500...",Алматы,0,https://kolesa.kz/a/show/206221418?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1505
Toyota Corolla,4 666 000₸,"2007 г., Б/у седан, 1.6 л, бензин, КПП автомат, металлик, литые диски, тонировка, противотуманки, обогрев зеркал, ауди...",Астана,0,https://kolesa.kz/a/show/207273659?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1506
BYD FangChengBao Leopard 5,25 500 000₸,"2025 г., новый внедорожник, 1.5 л, гибрид, КПП вариатор, 60 км, Leopard 5 комплектация Pilot В наличии в Астане Новый...",Астана,0,https://kolesa.kz/a/show/204562951?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1507
ГАЗ ГАЗель,7 000 000₸,"2006 г., Б/у фургон, 3 л, бензин, КПП автомат, с пробегом 200 000 км, белый, Продам торг",Усть-Каменогорск,0,https://kolesa.kz/a/show/206213604?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1508
Volkswagen Passat,2 600 000₸,"2003 г., Б/у седан, 2.8 л, бензин, КПП автомат, с пробегом 150 000 км, черный, тонировка, велюр, встроенный телефон, к...",Алматы,0,https://kolesa.kz/a/show/207119409?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1509
Subaru Legacy,1 300 000₸,"1995 г., Б/у универсал, 2.5 л, бензин, Правый руль, КПП автомат, Машина на ходу, передний привод, вложение по кузову и...",Алматы,0,https://kolesa.kz/a/show/207272275?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1510
Hyundai Elantra,9 600 000₸,"2024 г., новый седан, 1.5 л, бензин, КПП вариатор, ксенон, биксенон, хрустальная оптика, линзованная оптика, дневные х...",Астана,0,https://kolesa.kz/a/show/203746868?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1511
Toyota Land Cruiser Prado,8 900 000₸,"2007 г., Б/у внедорожник, 2.7 л, бензин, КПП автомат, с пробегом 419 000 км, белый, кожа, вложений не требует, Машина...",Алматы,0,https://kolesa.kz/a/show/207271685?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1512
Geely Emgrand EC7,3 200 000₸,"2013 г., Б/у хэтчбек, 1.8 л, бензин, КПП механика, с пробегом 108 000 км, серебристый, литые диски, тонировка, обогрев...",Костанай,0,https://kolesa.kz/a/show/202794537?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1513
Hyundai Santa Fe,12 000 000₸,"2019 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 115 000 км, серый, металлик, тонировка, обвес, ветровик...",Костанай,0,https://kolesa.kz/a/show/207272076?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1514
Mitsubishi Delica,3 880 000₸,"1996 г., Б/у минивэн, 2.8 л, дизель, Правый руль, КПП автомат, с пробегом 200 000 км, металлик, тонировка, кенгурятник...",Алматы,0,https://kolesa.kz/a/show/171482386?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1515
Honda Stream,2 600 000₸,"2001 г., Б/у минивэн, 1.7 л, бензин, Правый руль, КПП автомат, с пробегом 281 240 км, синий, литые диски, тонировка, д...",Атырау,0,https://kolesa.kz/a/show/193825810?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1516
Kia K8,28 000 000₸,"2024 г., новый седан, 2.5 л, бензин, КПП автомат, серый, кожа, Signature black edition",Алматы,0,https://kolesa.kz/a/show/203026518?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1517
Hyundai Staria,22 000 000₸,"2021 г., Б/у минивэн, 2.2 л, дизель, КПП автомат, с пробегом 100 000 км, литые диски, тонировка, люк, панорамная крыша...",Алматы,0,https://kolesa.kz/a/show/200105170?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1518
Nissan Pathfinder,7 900 000₸,"2007 г., Б/у внедорожник, 4 л, бензин, КПП автомат, с пробегом 304 000 км, серебристый, металлик, литые диски, тониров...",Алматы,0,https://kolesa.kz/a/show/206194338?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1519
BYD Destroyer 05,8 200 000₸,"2025 г., новый седан, 1.5 л, гибрид, КПП вариатор, В комплекте есть зарядка на 220W Цена указно под заказ! В кредит ил...",Алматы,0,https://kolesa.kz/a/show/204571019?search_id=d1afe854ac36aafb53cfa5a828e8fbbb10f31d05&search_type=filter&advert_position=1520
Kia K8,28 000 000₸,"2024 г., новый седан, 2.5 л, бензин, КПП автомат, серый, кожа, Signature black edition",Алматы,0,https://kolesa.kz/a/show/203026518?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1521
Hyundai Staria,22 000 000₸,"2021 г., Б/у минивэн, 2.2 л, дизель, КПП автомат, с пробегом 100 000 км, литые диски, тонировка, люк, панорамная крыша...",Алматы,0,https://kolesa.kz/a/show/200105170?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1522
Nissan Pathfinder,7 900 000₸,"2007 г., Б/у внедорожник, 4 л, бензин, КПП автомат, с пробегом 304 000 км, серебристый, металлик, литые диски, тониров...",Алматы,0,https://kolesa.kz/a/show/206194338?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1523
BYD Destroyer 05,8 200 000₸,"2025 г., новый седан, 1.5 л, гибрид, КПП вариатор, В комплекте есть зарядка на 220W Цена указно под заказ! В кредит ил...",Алматы,0,https://kolesa.kz/a/show/204571019?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1524
ВАЗ (Lada) Vesta SW Cross,7 400 000₸,"2022 г., Б/у универсал, 1.8 л, бензин, КПП механика, с пробегом 50 000 км, белый, металлик, литые диски, тонировка, ли...",Костанай,0,https://kolesa.kz/a/show/204694847?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1525
Deepal S07 Max 215,13 000 000₸,"2024 г., новый кроссовер, 1.5 л, гибрид, КПП автомат, 22 км",Алматы,0,https://kolesa.kz/a/show/191045834?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1526
Mercedes-Benz ML 320,5 550 000₸,"2000 г., Б/у внедорожник, 3.2 л, бензин, КПП автомат, с пробегом 240 000 км, серебристый, металлик, кожа, дерево, влож...",Алматы,0,https://kolesa.kz/a/show/201409495?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1527
Toyota Camry,5 000 000₸,"2005 г., Б/у седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, кожа, климат-контроль, Обмен 50 ге аз мыз сауда...",Атырау,0,https://kolesa.kz/a/show/207270871?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1528
ВАЗ (Lada) Priora 2171,1 800 000₸,"2013 г., Б/у универсал, 1.6 л, бензин, КПП механика, с пробегом 333 333 км, черный, металлик, Газ бензин, матор май же...",Шымкент,0,https://kolesa.kz/a/show/207268382?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1529
Lexus GX 460,23 000 000₸,"2015 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 179 000 км, коричневый, металлик, тонировка, обвес, к...",Усть-Каменогорск,0,https://kolesa.kz/a/show/202795271?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1530
Hyundai Grandeur,8 300 000₸,"2012 г., Б/у седан, 3 л, газ, КПП автомат, с пробегом 170 000 км, черный, металлик, Чистый Кореец утиль первычка всё о...",Шымкент,0,https://kolesa.kz/a/show/207267023?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1531
Hyundai Accent,6 000 000₸,"2017 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 122 000 км, белый, противотуманки, комбинированный, MP3, US...",Алматы,0,https://kolesa.kz/a/show/195347560?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1532
BMW X5,9 500 000₸,"На заказ,2015 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 190 000 км, черный, металлик, литые диски, панорамная кры...",Алматы,0,https://kolesa.kz/a/show/206163048?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1533
Mitsubishi Lancer,3 500 000₸,"2006 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 252 км, серебристый, металлик, ветровики, корректор фар, об...",Астана,0,https://kolesa.kz/a/show/185964375?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1534
Lexus NX 300,13 200 000₸,"2017 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 105 000 км, коричневый, металлик, литые диски, тонировка,...",Актау,0,https://kolesa.kz/a/show/205839150?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1535
Mercedes-Benz ML 320,3 100 000₸,"2000 г., Б/у внедорожник, 3.2 л, бензин, КПП автомат, с пробегом 297 000 км, белый, металлик, литые диски, тонировка,...",Узынагаш,0,https://kolesa.kz/a/show/189047334?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1536
ВАЗ (Lada) Kalina 1119,590 000₸,"2006 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 510 000 км, Lada Kalina 2006 года. Красного цвета. На Ак...",Павлодар,0,https://kolesa.kz/a/show/203647457?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1537
Lexus RX 300,5 000 000₸,"1998 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 228 000 км, серебристый, металлик, литые диски, тонировка...",Алматы,0,https://kolesa.kz/a/show/205859689?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1538
Nissan Maxima,2 500 000₸,"1997 г., Б/у седан, 3 л, бензин, КПП автомат, с пробегом 398 452 км, серебристый, металлик, велюр, дерево, налог уплач...",Алматы,0,https://kolesa.kz/a/show/207257118?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1539
Lexus LX 570,22 000 000₸,"2011 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, с пробегом 185 000 км, черный, металлик, литые диски, тонировка,...",Шымкент,0,https://kolesa.kz/a/show/205828478?search_id=7c00b6cb12c5e207a83e7b22a47c9d3ea447b325&search_type=filter&advert_position=1540
Lexus NX 300,13 200 000₸,"2017 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 105 000 км, коричневый, металлик, литые диски, тонировка,...",Актау,0,https://kolesa.kz/a/show/205839150?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1541
Mercedes-Benz ML 320,3 100 000₸,"2000 г., Б/у внедорожник, 3.2 л, бензин, КПП автомат, с пробегом 297 000 км, белый, металлик, литые диски, тонировка,...",Узынагаш,0,https://kolesa.kz/a/show/189047334?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1542
ВАЗ (Lada) Kalina 1119,590 000₸,"2006 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 510 000 км, Lada Kalina 2006 года. Красного цвета. На Ак...",Павлодар,0,https://kolesa.kz/a/show/203647457?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1543
Lexus RX 300,5 000 000₸,"1998 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 228 000 км, серебристый, металлик, литые диски, тонировка...",Алматы,0,https://kolesa.kz/a/show/205859689?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1544
Nissan Maxima,2 500 000₸,"1997 г., Б/у седан, 3 л, бензин, КПП автомат, с пробегом 398 452 км, серебристый, металлик, велюр, дерево, налог уплач...",Алматы,0,https://kolesa.kz/a/show/207257118?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1545
Lexus LX 570,22 000 000₸,"2011 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, с пробегом 185 000 км, черный, металлик, литые диски, тонировка,...",Шымкент,0,https://kolesa.kz/a/show/205828478?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1546
ГАЗ ГАЗель,12 700 000₸,"2013 г., Б/у фургон, 4.3 л, газ-бензин, КПП автомат, с пробегом 100 000 км, Машина жагдайы жаксы.4 Daken инструменталь...",Актобе,0,https://kolesa.kz/a/show/207253280?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1547
ВАЗ (Lada) 2114,1 350 000₸,"2013 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, белый, велюр, налог уплачен, техосмотр пройден, вложений не требует...",Костанай,0,https://kolesa.kz/a/show/207251701?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1548
BMW 540,4 900 000₸,"1998 г., Б/у седан, 4.4 л, бензин, КПП автомат, В хорошем состоянии, без вложении, по пустякам прошу не беспокоить, ср...",Астана,0,https://kolesa.kz/a/show/205468440?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1549
Lexus GX 460,16 200 000₸,"2013 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 174 546 км, белый, линзованная оптика, дневные ходовы...",Астана,0,https://kolesa.kz/a/show/206529305?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1550
Mercedes-Benz G 63 AMG,93 000 000₸,"2019 г., Б/у внедорожник, 4 л, бензин, КПП автомат, с пробегом 56 000 км, черный, металлик, литые диски, тонировка, лю...",Алматы,0,https://kolesa.kz/a/show/205708151?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1551
BMW 525,1 435 000₸,"На заказ,1990 г., Б/у седан, 2.5 л, бензин, КПП механика, с пробегом 333 333 км, серый, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/207249769?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1552
Toyota Ipsum,4 900 000₸,"2007 г., Б/у минивэн, 2.4 л, бензин, КПП автомат, с пробегом 350 000 км, серебристый, металлик, литые диски, тонировка...",Атырау,0,https://kolesa.kz/a/show/207248196?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1553
Toyota Carina E,1 180 000₸,"1995 г., Б/у лифтбек, 2 л, бензин, КПП механика, белый, велюр, ГУР, Рабочая машина, требуються вложение по кузову. Сиг...",Актау,0,https://kolesa.kz/a/show/207207083?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1554
Mitsubishi Outlander,10 200 000₸,"2019 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 130 000 км, Авто в хорошем состоянии.7 местный. Продам...",Шымкент,0,https://kolesa.kz/a/show/207243426?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1555
Toyota Camry,8 300 000₸,"2012 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 239 150 км, белый, кондиционер",Павлодар,0,https://kolesa.kz/a/show/207243372?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1556
Mazda 323,1 500 000₸,"1995 г., Б/у седан, 1.5 л, газ-бензин, КПП автомат, с пробегом 451 000 км, Японский мазда 1.5 z5 матор акпп 4 поколени...",Кызылорда,0,https://kolesa.kz/a/show/204624325?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1557
Lexus RX 200t F Sport Design,35 900 000₸,"2022 г., новый кроссовер, 2 л, бензин, КПП автомат",Алматы,0,https://kolesa.kz/a/show/199216760?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1558
Kia Rio,6 200 000₸,"2018 г., Б/у седан, 1.6 л, бензин, КПП автомат, 131 824 км, белый, литые диски, дневные ходовые огни, противотуманки,...",Алматы,0,https://kolesa.kz/a/show/207049472?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1559
ВАЗ (Lada) 2114,1 600 000₸,"2011 г., Б/у хэтчбек, 1.5 л, бензин, КПП механика, с пробегом 250 000 км, белый, тонировка, ветровики, багажник, фарко...",Астана,0,https://kolesa.kz/a/show/204970559?search_id=7ccfd1293fda64b81ef7628ba3e28d484a0f66c7&search_type=filter&advert_position=1560
Toyota Camry,8 300 000₸,"2012 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 239 150 км, белый, кондиционер",Павлодар,0,https://kolesa.kz/a/show/207243372?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1561
Mazda 323,1 500 000₸,"1995 г., Б/у седан, 1.5 л, газ-бензин, КПП автомат, с пробегом 451 000 км, Японский мазда 1.5 z5 матор акпп 4 поколени...",Кызылорда,0,https://kolesa.kz/a/show/204624325?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1562
Lexus RX 200t F Sport Design,35 900 000₸,"2022 г., новый кроссовер, 2 л, бензин, КПП автомат",Алматы,0,https://kolesa.kz/a/show/199216760?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1563
Kia Rio,6 200 000₸,"2018 г., Б/у седан, 1.6 л, бензин, КПП автомат, 131 824 км, белый, литые диски, дневные ходовые огни, противотуманки,...",Алматы,0,https://kolesa.kz/a/show/207049472?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1564
ВАЗ (Lada) 2114,1 600 000₸,"2011 г., Б/у хэтчбек, 1.5 л, бензин, КПП механика, с пробегом 250 000 км, белый, тонировка, ветровики, багажник, фарко...",Астана,0,https://kolesa.kz/a/show/204970559?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1565
Deepal S07,13 290 000₸,"2025 г., новый кроссовер, 1.5 л, гибрид, КПП автомат, 3 км, серый, металлик, литые диски, тонировка, люк, панорамная к...",Алматы,0,https://kolesa.kz/a/show/207046151?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1566
Skoda Octavia,5 999 999₸,"2013 г., Б/у лифтбек, 1.4 л, бензин, КПП робот, с пробегом 193 700 км, серебристый, металлик, тонировка, багажник, фар...",Алматы,0,https://kolesa.kz/a/show/205516704?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1567
Toyota RAV4,7 650 000₸,"2011 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, с пробегом 400 000 км, белый, тонировка, спойлер, ветровики, биксен...",Шымкент,0,https://kolesa.kz/a/show/207045263?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1568
ГАЗ ГАЗель,3 200 000₸,"2006 г., Б/у фургон, 2.9 л, газ-бензин, КПП механика, с пробегом 300 000 км, белый, металлик, встроенный телефон, Майд...",Астана,0,https://kolesa.kz/a/show/206332344?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1569
Mercedes-Benz S 500,8 800 000₸,"2006 г., Б/у седан, 5.5 л, бензин, КПП автомат, с пробегом 222 222 км, серебристый, металлик, литые диски, тонировка,...",Алматы,0,https://kolesa.kz/a/show/205314396?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1570
BMW X7,48 000 000₸,"2022 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 60 000 км, Всем Ассалямуалейкум перед вами BMW X7 2022 го...",Шымкент,0,https://kolesa.kz/a/show/205682229?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1571
УАЗ Фермер,1 700 000₸,"2006 г., Б/у пикап, 2.7 л, бензин, КПП механика, Мотор после кап ремонты резина хорошая",Усть-Каменогорск,0,https://kolesa.kz/a/show/200987655?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1572
Audi 100,2 000 000₸,"1992 г., Б/у седан, 2.3 л, бензин, КПП автомат, Авто для своих лет в хорошем состоянии. Май жемийд. Коробка теппейд. С...",Жаркент,0,https://kolesa.kz/a/show/205207668?search_id=b5f213238179342fbfb2d4d73d7ed3450a42d258&search_type=filter&advert_position=1573
